"CIK","Company_Name","Symbol","Exchange","CUSIP","AssetType","Sector"
"897448","AMARIN CORP PLCUK","AMRN","Nasdaq","23111206","EQUITY","Health Care"
"1215913","JOHN HANCOCK PREFERRED INCOME FUND III","HPS","NYSE","41021P103","EQUITY","Finance"
"1221029","CEMENTOS PACASMAYO SAA","CPAC","NYSE","15126Q208","EQUITY","Industrials"
"913277","Clarus Corp","CLAR","Nasdaq","18270P109","EQUITY","Consumer Discretionary"
"1593899","Atea Pharmaceuticals, Inc.","AVIR","Nasdaq","04683R106","EQUITY","Health Care"
"1351636","SHOTSPOTTER, INC","SSTI","Nasdaq","82536T107","EQUITY","Technology"
"917100","INDIA FUND, INC.","IFN","NYSE","454089103","EQUITY","Finance"
"1096056","LUXFER HOLDINGS PLC","LXFR","NYSE","G5698W116","EQUITY","Industrials"
"1842937","Hennessy Capital Investment Corp. VI","HCVI","Nasdaq","42600H108","EQUITY","Finance"
"1340677","SILVERCORP METALS INC","SVM","NYSE","82835P103","EQUITY","Basic Materials"
"1382821","Redfin Corp","RDFN","Nasdaq","75737F108","EQUITY","Finance"
"1233681","BLACKROCK Ltd DURATION INCOME TRUST","BLW","NYSE","09249W101","EQUITY","Consumer Discretionary"
"1518557","MainStay MacKay DefinedTerm Municipal Opportunities Fund","MMD","NYSE","56064K100","EQUITY","Finance"
"1478888","Nuveen Taxable Municipal Income Fund","NBB","NYSE","67074C103","EQUITY","Finance"
"1827087","Vigil Neuroscience, Inc.","VIGL","Nasdaq","92673K108","EQUITY","Health Care"
"1840502","Taboola.com Ltd.","TBLA","Nasdaq","M8744T106","EQUITY","Technology"
"1325702","MAGNACHIP SEMICONDUCTOR Corp","MX","NYSE","55933J203","EQUITY","Technology"
"1175535","Whitestone REIT","WSR","NYSE","966084204","EQUITY","Real Estate"
"1662579","C4 Therapeutics, Inc.","CCCC","Nasdaq","12529R107","EQUITY","Health Care"
"1759631","Hyliion Holdings Corp.","HYLN","NYSE","449109107","EQUITY","Consumer Discretionary"
"1513363","FIDUS INVESTMENT Corp","FDUS","Nasdaq","316500107","EQUITY","Finance"
"1058867","GUARANTY BANCSHARES INC /TX/","GNTY","Nasdaq","400764106","EQUITY","Finance"
"1789029","Aeva Technologies, Inc.","AEVA","NYSE","00835Q103","EQUITY","Consumer Discretionary"
"1665988","Bioventus Inc.","BVS","Nasdaq","09075A108","EQUITY","Health Care"
"789933","NACCO INDUSTRIES INC","NC","NYSE","629579103","EQUITY","Energy"
"924717","SURMODICS INC","SRDX","Nasdaq","868873100","EQUITY","Health Care"
"1393726","TIPTREE INC.","TIPT","Nasdaq","88822Q103","EQUITY","Finance"
"1528988","BlackRock Utilities, Infrastructure & Power Opportunities Trust","BUI","NYSE","09248D104","EQUITY","Finance"
"1703141","Despegar.com, Corp.","DESP","NYSE","G27358103","EQUITY","Consumer Discretionary"
"740663","FIRST OF LONG ISLAND CORP","FLIC","Nasdaq","320734106","EQUITY","Finance"
"835948","BLACKROCK MUNIVEST FUND, INC.","MVF","NYSE","09253R105","EQUITY","Finance"
"1716583","Hyzon Motors Inc.","HYZN","Nasdaq","44951Y102","EQUITY","Energy"
"1326190","Altimmune, Inc.","ALT","Nasdaq","02155H200","EQUITY","Health Care"
"792966","FARMERS & MERCHANTS BANCORP INC","FMAO","Nasdaq","30779N105","EQUITY","Finance"
"1786248","NexPoint Real Estate Finance, Inc.","NREF","NYSE","65342V101","EQUITY","Real Estate"
"1820378","Thornburg Income Builder Opportunities Trust","TBLD","Nasdaq","885213108","EQUITY","Finance"
"1713334","STUDIO CITY INTERNATIONAL HOLDINGS Ltd","MSC","NYSE","86389T106","EQUITY","Consumer Discretionary"
"743367","BAR HARBOR BANKSHARES","BHB","NYSE","66849100","EQUITY","Finance"
"1137393","BLACKROCK MUNICIPAL INCOME TRUST","BFK","NYSE","09248F109","EQUITY","Finance"
"895531","Invesco California Value Municipal Income Trust","VCV","NYSE","46132H106","EQUITY","Finance"
"1736946","Arlo Technologies, Inc.","ARLO","NYSE","04206A101","EQUITY","Consumer Staples"
"1554697","PGIM Global High Yield Fund, Inc.","GHY","NYSE","69346J106","EQUITY","Finance"
"1653558","Priority Technology Holdings, Inc.","PRTH","Nasdaq","74275G107","EQUITY","Consumer Discretionary"
"1051003","BLACKROCK DEBT STRATEGIES FUND, INC.","DSU","NYSE","09255R202","EQUITY","Finance"
"1308927","Eaton Vance Tax-Managed Buy-Write Income Fund","ETB","NYSE","27828X100","EQUITY","Finance"
"1644378","RMR GROUP INC.","RMR","Nasdaq","74967R106","EQUITY","Consumer Discretionary"
"216085","HAVERTY FURNITURE COMPANIES INC","HVT","NYSE","419596101","EQUITY","Consumer Discretionary"
"1857853","Traeger, Inc.","COOK","NYSE","89269P103","EQUITY","Consumer Discretionary"
"1590418","FOCUS UNIVERSAL INC.","FCUV","Nasdaq","34417J104","EQUITY","Industrials"
"31235","EASTMAN KODAK CO","KODK","NYSE","277461406","EQUITY","Consumer Discretionary"
"96869","TEJON RANCH CO","TRC","NYSE","879080109","EQUITY","Finance"
"1580345","TriplePoint Venture Growth BDC Corp.","TPVG","NYSE","89677Y100","EQUITY","Consumer Discretionary"
"1285890","Voya GLOBAL EQUITY DIVIDEND & PREMIUM OPPORTUNITY FUND","IGD","NYSE","92912T100","EQUITY","Finance"
"886043","WESTERN ASSET MANAGED MUNICIPALS FUND INC.","MMU","NYSE","95766M105","EQUITY","Finance"
"1726445","Seer, Inc.","SEER","Nasdaq","81578P106","EQUITY","Industrials"
"1812173","Vicarious Surgical Inc.","RBOT","NYSE","92561V109","EQUITY","Health Care"
"1829576","Carter Bankshares, Inc.","CARE","Nasdaq","146103106","EQUITY","Finance"
"1593222","City Office REIT, Inc.","CIO","NYSE","178587101","EQUITY","Real Estate"
"1661181","Organogenesis Holdings Inc.","ORGO","Nasdaq","68621F102","EQUITY","Health Care"
"1838513","Marblegate Acquisition Corp.","GATE","Nasdaq","56608A105","EQUITY","Finance"
"1463361","Unity Biotechnology, Inc.","UBX","Nasdaq","91381U101","EQUITY","Health Care"
"72162","NL INDUSTRIES INC","NL","NYSE","629156407","EQUITY","Industrials"
"1318008","Zumiez Inc","ZUMZ","Nasdaq","989817101","EQUITY","Consumer Discretionary"
"1321741","GLADSTONE INVESTMENT CORPORATION\DE","GAIN","Nasdaq","376546107","EQUITY","Finance"
"1865389","Nuveen Variable Rate Preferred & Income Fund","NPFD","NYSE","67080R102","EQUITY","Finance"
"1499422","RBB Bancorp","RBB","Nasdaq","74930B105","EQUITY","Finance"
"1377121","Protagonist Therapeutics, Inc","PTGX","Nasdaq","7.44E+106","EQUITY","Health Care"
"1816590","COMPASS Pathways plc","CMPS","Nasdaq","20451W101","EQUITY","Health Care"
"1631574","Wave Life Sciences Ltd.","WVE","Nasdaq","Y95308105","EQUITY","Health Care"
"1436208","Legacy Housing Corp","LEGH","Nasdaq","52472M101","EQUITY","Consumer Discretionary"
"1512499","LINDBLAD EXPEDITIONS HOLDINGS, INC.","LIND","Nasdaq","535219109","EQUITY","Consumer Discretionary"
"1835378","Innovid Corp.","CTV","NYSE","457679108","EQUITY","Technology"
"712034","ACCO BRANDS Corp","ACCO","NYSE","00081T108","EQUITY","Consumer Discretionary"
"736772","CNB FINANCIAL CORP/PA","CCNE","Nasdaq","126128107","EQUITY","Finance"
"1110611","ON24 INC.","ONTF","NYSE","68339B104","EQUITY","Technology"
"1479615","Silence Therapeutics plc","SLN","Nasdaq","82686Q101","EQUITY","Health Care"
"1683825","trivago N.V.","TRVG","Nasdaq","89686D105","EQUITY","Technology"
"1750153","Canoo Inc.","GOEV","Nasdaq","13803R102","EQUITY","Consumer Discretionary"
"1574085","Braemar Hotels & Resorts Inc.","BHR","NYSE","10482B101","EQUITY","Real Estate"
"1547994","Nuveen Preferred & Income Term Fund","JPI","NYSE","67075A106","EQUITY","Finance"
"1471420","Columbia Seligman Premium Technology Growth Fund, Inc.","STK","NYSE","19842X109","EQUITY","Finance"
"1176199","JOHN HANCOCK PREFERRED INCOME FUND","HPI","NYSE","41013W108","EQUITY","Finance"
"1633336","Crescent Capital BDC, Inc.","CCAP","Nasdaq","225655109","EQUITY","Finance"
"1259708","BLACKROCK FLOATING RATE INCOME STRATEGIES FUND, INC.","FRA","NYSE","09255X100","EQUITY","Finance"
"911971","TEEKAY CORP","TK","NYSE","Y8564W103","EQUITY","Consumer Discretionary"
"1044777","OneSpan Inc.","OSPN","Nasdaq","68287N100","EQUITY","Technology"
"1071236","RED RIVER BANCSHARES INC","RRBI","Nasdaq","75686R202","EQUITY","Consumer Discretionary"
"862831","FINANCIAL INSTITUTIONS INC","FISI","Nasdaq","317585404","EQUITY","Finance"
"1084869","1 800 FLOWERS COM INC","FLWS","Nasdaq","68243Q106","EQUITY","Consumer Discretionary"
"1604464","Atara Biotherapeutics, Inc.","ATRA","Nasdaq","46513107","EQUITY","Health Care"
"1823144","CompoSecure, Inc.","CMPO","Nasdaq","20459V105","EQUITY","Finance"
"1384195","RING ENERGY, INC.","REI","NYSE","76680V108","EQUITY","Energy"
"1576942","Stitch Fix, Inc.","SFIX","Nasdaq","860897107","EQUITY","Consumer Discretionary"
"1590584","Civeo Corp","CVEO","NYSE","17878Y207","EQUITY","Consumer Discretionary"
"799850","AMERICAS CARMART INC","CRMT","Nasdaq","03062T105","EQUITY","Consumer Discretionary"
"1783183","Phathom Pharmaceuticals, Inc.","PHAT","Nasdaq","71722W107","EQUITY","Health Care"
"1735707","Garrett Motion Inc.","GTX","Nasdaq","366505105","EQUITY","Consumer Discretionary"
"870780","NUVEEN PENNSYLVANIA QUALITY MUNICIPAL INCOME FUND","NQP","NYSE","670972108","EQUITY","Finance"
"1727196","Scholar Rock Holding Corp","SRRK","Nasdaq","80706P103","EQUITY","Health Care"
"912147","ROYCE MICRO-CAP TRUST, INC.","RMT","NYSE","780915104","EQUITY","Finance"
"813298","DESTINATION XL GROUP, INC.","DXLG","Nasdaq","25065K104","EQUITY","Consumer Discretionary"
"1768224","Arcturus Therapeutics Holdings Inc.","ARCT","Nasdaq","03969T109","EQUITY","Health Care"
"1609151","Weave Communications, Inc.","WEAV","NYSE","94724R108","EQUITY","Technology"
"1425287","Workhorse Group Inc.","WKHS","Nasdaq","98138J206","EQUITY","Consumer Discretionary"
"1400438","Largo Inc.","LGO","Nasdaq","517097101","EQUITY","Industrials"
"1937653","Zymeworks Inc.","ZYME","NYSE","98985W102","EQUITY","Health Care"
"80035","PREFORMED LINE PRODUCTS CO","PLPC","Nasdaq","740444104","EQUITY","Industrials"
"1569994","Waterstone Financial, Inc.","WSBF","Nasdaq","94188P101","EQUITY","Finance"
"1878897","Douglas Elliman Inc.","DOUG","NYSE","25961D105","EQUITY","Finance"
"1534880","PGIM High Yield Bond Fund, Inc.","ISD","NYSE","69346H100","EQUITY","Finance"
"14846","BRT Apartments Corp.","BRT","NYSE","55645303","EQUITY","Real Estate"
"1268533","TORTOISE ENERGY INFRASTRUCTURE CORP","TYG","NYSE","89147L886","EQUITY","Finance"
"1805385","Evolv Technologies Holdings, Inc.","EVLV","Nasdaq","30049H102","EQUITY","Technology"
"1056943","PEOPLES FINANCIAL SERVICES CORP.","PFIS","Nasdaq","711040105","EQUITY","Finance"
"1562051","Neuberger Berman MLP & Energy Income Fund Inc.","NML","NYSE","64129H104","EQUITY","Finance"
"1074540","EATON VANCE MUNICIPAL INCOME TRUST","EVN","NYSE","27826U108","EQUITY","Finance"
"1145986","ASPEN AEROGELS INC","ASPN","NYSE","04523Y105","EQUITY","Consumer Discretionary"
"783412","DAILY JOURNAL CORP","DJCO","Nasdaq","233912104","EQUITY","Consumer Discretionary"
"1801661","Skillz Inc.","SKLZ","NYSE","83067L109","EQUITY","Technology"
"1062822","LEXICON PHARMACEUTICALS, INC.","LXRX","Nasdaq","528872302","EQUITY","Health Care"
"1731805","HUT 8 MINING CORP.","HUT","Nasdaq","44812T102","EQUITY","Finance"
"34067","DMC Global Inc.","BOOM","Nasdaq","23291C103","EQUITY","Industrials"
"901243","BLACKROCK MUNIASSETS FUND, INC.","MUA","NYSE","09254J102","EQUITY","Finance"
"810958","CITIZENS & NORTHERN CORP","CZNC","Nasdaq","172922106","EQUITY","Finance"
"1559991","Flaherty & Crumrine Dynamic Preferred & Income Fund Inc","DFP","NYSE","33848W106","EQUITY","Finance"
"898437","Anika Therapeutics, Inc.","ANIK","Nasdaq","35255108","EQUITY","Health Care"
"1109116","ENTRAVISION COMMUNICATIONS CORP","EVC","NYSE","29382R107","EQUITY","Industrials"
"1816613","Markforged Holding Corp","MKFG","NYSE","57064N102","EQUITY","Technology"
"1638290","MasterCraft Boat Holdings, Inc.","MCFT","Nasdaq","57637H103","EQUITY","Industrials"
"1680062","ACM Research, Inc.","ACMR","Nasdaq","00108J109","EQUITY","Technology"
"1826457","Monte Rosa Therapeutics, Inc.","GLUE","Nasdaq","61225M102","EQUITY","Health Care"
"1799191","Oncology Institute, Inc.","TOI","Nasdaq","68236X100","EQUITY","Health Care"
"1372299","Ocugen, Inc.","OCGN","Nasdaq","67577C105","EQUITY","Health Care"
"818972","BNY MELLON STRATEGIC MUNICIPALS, INC.","LEO","NYSE","05588W108","EQUITY","Finance"
"1587987","Newtek Business Services Corp.","NEWT","Nasdaq","652526203","EQUITY","Finance"
"1771910","ADC Therapeutics SA","ADCT","NYSE","H0036K147","EQUITY","Health Care"
"1166928","WEST BANCORPORATION INC","WTBA","Nasdaq","95123P106","EQUITY","Finance"
"1794338","International General Insurance Holdings Ltd.","IGIC","Nasdaq","G4809J106","EQUITY","Finance"
"1720420","IBEX Ltd","IBEX","Nasdaq","G4690M101","EQUITY","Technology"
"1318885","DIANA SHIPPING INC.","DSX","NYSE","Y2066G104","EQUITY","Consumer Discretionary"
"1210123","ALLSPRING INCOME OPPORTUNITIES FUND","EAD","NYSE","94987B105","EQUITY","Finance"
"1219120","ADVENT CONVERTIBLE & INCOME FUND","AVK","NYSE","00764C109","EQUITY","Finance"
"1015383","AMMO, INC.","POWW","Nasdaq","00175J107","EQUITY","Industrials"
"1290677","Turning Point Brands, Inc.","TPB","NYSE","90041L105","EQUITY","Consumer Discretionary"
"1816431","Quantum-Si Inc","QSI","Nasdaq","74765K105","EQUITY","Industrials"
"1517518","ClearBridge Energy Midstream Opportunity Fund Inc.","EMO","NYSE","18469P209","EQUITY","Finance"
"1759824","ALTA EQUIPMENT GROUP INC.","ALTG","NYSE","02128L106","EQUITY","Industrials"
"1703956","Concrete Pumping Holdings, Inc.","BBCP","Nasdaq","206704108","EQUITY","Consumer Discretionary"
"1802883","Agora, Inc.","API","Nasdaq","00851L103","EQUITY","Technology"
"1501796","Aura Biosciences, Inc.","AURA","Nasdaq","05153U107","EQUITY","Health Care"
"1725123","Cango Inc.","CANG","NYSE","137586103","EQUITY","Technology"
"1861115","Nuveen Multi-Asset Income Fund","NMAI","NYSE","670750108","EQUITY","Finance"
"1018399","ENTERPRISE BANCORP INC /MA/","EBTC","Nasdaq","293668109","EQUITY","Finance"
"1503802","Karyopharm Therapeutics Inc.","KPTI","Nasdaq","48576U106","EQUITY","Health Care"
"1383414","PENNANTPARK INVESTMENT CORP","PNNT","NYSE","708062104","EQUITY","Finance"
"882150","BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC.","MYN","NYSE","9.26E+105","EQUITY","Finance"
"925528","HUDSON TECHNOLOGIES INC /NY","HDSN","Nasdaq","444144109","EQUITY","Consumer Discretionary"
"1327688","OOMA INC","OOMA","NYSE","683416101","EQUITY","Technology"
"1856725","Rani Therapeutics Holdings, Inc.","RANI","Nasdaq","753018100","EQUITY","Health Care"
"1437071","Invesco Mortgage Capital Inc.","IVR","NYSE","46131B100","EQUITY","Real Estate"
"1834026","Gold Royalty Corp.","GROY","NYSE","38071H106","EQUITY","Basic Materials"
"1735438","MeiraGTx Holdings plc","MGTX","Nasdaq","G59665102","EQUITY","Health Care"
"1533924","Amplify Energy Corp.","AMPY","NYSE","03212B103","EQUITY","Energy"
"1606366","El Pollo Loco Holdings, Inc.","LOCO","Nasdaq","268603107","EQUITY","Consumer Discretionary"
"1538263","HomeTrust Bancshares, Inc.","HTBI","Nasdaq","437872104","EQUITY","Finance"
"1468748","Kodiak Sciences Inc.","KOD","Nasdaq","50015M109","EQUITY","Health Care"
"1829667","Regencell Bioscience Holdings Ltd","RGC","Nasdaq","G7487R100","EQUITY","Health Care"
"1356090","PRECIGEN, INC.","PGEN","Nasdaq","74017N105","EQUITY","Health Care"
"1455684","TPI COMPOSITES, INC","TPIC","Nasdaq","87266J104","EQUITY","Industrials"
"1376339","MIMEDX GROUP, INC.","MDXG","Nasdaq","602496101","EQUITY","Health Care"
"1845840","Telesat Corp","TSAT","Nasdaq","879512309","EQUITY","Industrials"
"733590","TRANSCONTINENTAL REALTY INVESTORS INC","TCI","NYSE","893617209","EQUITY","Real Estate"
"1306550","BlackRock Energy & Resources Trust","BGR","NYSE","09250U101","EQUITY","Finance"
"850429","TREDEGAR CORP","TG","NYSE","894650100","EQUITY","Industrials"
"1762417","DouYu International Holdings Ltd","DOYU","Nasdaq","25985W105","EQUITY","Technology"
"908993","Invesco Advantage Municipal Income Trust II","VKI","NYSE","4.61E+107","EQUITY","Finance"
"1819516","Wheels Up Experience Inc.","UP","NYSE","96328L106","EQUITY","Consumer Discretionary"
"1812923","PGIM Short Duration High Yield Opportunities Fund","SDHY","NYSE","69355J104","EQUITY","Finance"
"1035092","SHORE BANCSHARES INC","SHBI","Nasdaq","825107105","EQUITY","Finance"
"1281926","Eaton Vance Tax-Advantaged Global Dividend Opportunities Fund","ETO","NYSE","27828U106","EQUITY","Finance"
"1396277","Calamos Global Dynamic Income Fund","CHW","Nasdaq","12811L107","EQUITY","Finance"
"1531177","Sight Sciences, Inc.","SGHT","Nasdaq","82657M105","EQUITY","Health Care"
"1703644","Granite Point Mortgage Trust Inc.","GPMT","NYSE","38741L107","EQUITY","Real Estate"
"827773","PUTNAM PREMIER INCOME TRUST","PPT","NYSE","746853100","EQUITY","Finance"
"1861841","Arbe Robotics Ltd.","ARBE","Nasdaq","M1R95N100","EQUITY","Technology"
"1759774","Postal Realty Trust, Inc.","PSTL","NYSE","73757R102","EQUITY","Real Estate"
"884121","TEKLA LIFE SCIENCES INVESTORS","HQL","NYSE","87911K100","EQUITY","Finance"
"846475","ZYNEX INC","ZYXI","Nasdaq","98986M103","EQUITY","Health Care"
"1325618","IRADIMED CORP","IRMD","Nasdaq","46266A109","EQUITY","Health Care"
"910068","WESTERN ASSET HIGH INCOME OPPORTUNITY FUND INC.","HIO","NYSE","95766K109","EQUITY","Finance"
"1464343","Atlanticus Holdings Corp","ATLC","Nasdaq","04914Y102","EQUITY","Finance"
"1090009","SOUTHERN FIRST BANCSHARES INC","SFST","Nasdaq","842873101","EQUITY","Finance"
"23795","CTO Realty Growth, Inc.","CTO","NYSE","22948Q101","EQUITY","Real Estate"
"890393","BLACKROCK MUNIYIELD MICHIGAN QUALITY FUND, INC.","MIY","NYSE","09254V105","EQUITY","Finance"
"1790340","Immuneering Corp","IMRX","Nasdaq","4.53E+111","EQUITY","Health Care"
"1574197","Five Point Holdings, LLC","FPH","NYSE","33833Q106","EQUITY","Finance"
"1818382","Humacyte, Inc.","HUMA","Nasdaq","44486Q103","EQUITY","Health Care"
"900422","PUTNAM MUNICIPAL OPPORTUNITIES TRUST","PMO","NYSE","746922103","EQUITY","Finance"
"1870940","Airsculpt Technologies, Inc.","AIRS","Nasdaq","9496100","EQUITY","Health Care"
"791963","OPPENHEIMER HOLDINGS INC","OPY","NYSE","683797104","EQUITY","Finance"
"1121484","OIL STATES INTERNATIONAL, INC","OIS","NYSE","678026105","EQUITY","Industrials"
"1369085","NEW PACIFIC METALS CORP","NEWP","NYSE","64782A107","EQUITY","Basic Materials"
"1436425","HOME BANCORP, INC.","HBCP","Nasdaq","4.37E+111","EQUITY","Finance"
"1713748","Skeena Resources Ltd","SKE","NYSE","83056P715","EQUITY","Basic Materials"
"1785173","89bio, Inc.","ETNB","Nasdaq","282559103","EQUITY","Health Care"
"1503274","Quanterix Corp","QTRX","Nasdaq","74766Q101","EQUITY","Industrials"
"1419536","Capital Bancorp Inc","CBNK","Nasdaq","139737100","EQUITY","Finance"
"1495825","Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust","GBAB","NYSE","401664107","EQUITY","Finance"
"1863006","Valens Semiconductor Ltd.","VLN","NYSE","M9607U115","EQUITY","Technology"
"1717307","Industrial Logistics Properties Trust","ILPT","Nasdaq","456237106","EQUITY","Real Estate"
"1847903","Centessa Pharmaceuticals plc","CNTA","Nasdaq","152309100","EQUITY","Health Care"
"1434754","SAFE BULKERS, INC.","SB","NYSE","Y7388L103","EQUITY","Consumer Discretionary"
"1643953","Purple Innovation, Inc.","PRPL","Nasdaq","74640Y106","EQUITY","Consumer Discretionary"
"918251","MOTORCAR PARTS OF AMERICA INC","MPAA","Nasdaq","620071100","EQUITY","Consumer Discretionary"
"1846017","Blue Foundry Bancorp","BLFY","Nasdaq","09549B104","EQUITY","Finance"
"1200375","CODEXIS, INC.","CDXS","Nasdaq","192005106","EQUITY","Industrials"
"1828105","Hippo Holdings Inc.","HIPO","NYSE","433539103","EQUITY","Finance"
"944745","CIVISTA BANCSHARES, INC.","CIVB","Nasdaq","178867107","EQUITY","Finance"
"1661460","Poseida Therapeutics, Inc.","PSTX","Nasdaq","73730P108","EQUITY","Health Care"
"1680581","Fulcrum Therapeutics, Inc.","FULC","Nasdaq","359616109","EQUITY","Health Care"
"1377789","AVIAT NETWORKS, INC.","AVNW","Nasdaq","05366Y201","EQUITY","Technology"
"1001385","NORTHWEST PIPE CO","NWPX","Nasdaq","667746101","EQUITY","Industrials"
"1517399","Grupo Supervielle S.A.","SUPV","NYSE","40054A108","EQUITY","Finance"
"1683541","AURORA CANNABIS INC","ACB","Nasdaq","05156X884","EQUITY","Health Care"
"1277902","MVB FINANCIAL CORP","MVBF","Nasdaq","553810102","EQUITY","Finance"
"1012477","AVADEL PHARMACEUTICALS PLC","AVDL","Nasdaq","05337M104","EQUITY","Health Care"
"765207","First Bancorp, Inc /ME/","FNLC","Nasdaq","31866P102","EQUITY","Finance"
"1518621","Orchid Island Capital, Inc.","ORC","NYSE","68571X103","EQUITY","Real Estate"
"1701758","Lovesac Co","LOVE","Nasdaq","54738L109","EQUITY","Consumer Discretionary"
"1692376","Velocity Financial, Inc.","VEL","NYSE","92262D101","EQUITY","Finance"
"1779474","WM TECHNOLOGY, INC.","MAPS","Nasdaq","92971A109","EQUITY","Technology"
"1130144","SIERRA BANCORP","BSRR","Nasdaq","82620P102","EQUITY","Finance"
"77543","TUTOR PERINI CORP","TPC","NYSE","901109108","EQUITY","Consumer Discretionary"
"839533","DWS MUNICIPAL INCOME TRUST","KTF","NYSE","233368109","EQUITY","Finance"
"1752828","Celularity Inc","CELU","Nasdaq","151190105","EQUITY","Health Care"
"1853021","Metals Acquisition Corp","MTAL","NYSE","G60405100","EQUITY","Basic Materials"
"1531031","Esquire Financial Holdings, Inc.","ESQ","Nasdaq","29667J101","EQUITY","Finance"
"826020","Saba Capital Income & Opportunities Fund","BRW","NYSE","78518H103","EQUITY","Finance"
"1189740","JOHN HANCOCK PREFERRED INCOME FUND II","HPF","NYSE","41013X106","EQUITY","Finance"
"1591588","A-Mark Precious Metals, Inc.","AMRK","Nasdaq","00181T107","EQUITY","Industrials"
"878518","TASEKO MINES LTD","TGB","NYSE","876511106","EQUITY","Basic Materials"
"1132105","SPORTSMAN'S WAREHOUSE HOLDINGS, INC.","SPWH","Nasdaq","84920Y106","EQUITY","Consumer Discretionary"
"1778016","I-Mab","IMAB","Nasdaq","44975P103","EQUITY","Health Care"
"1766400","Pennant Group, Inc.","PNTG","Nasdaq","7.08E+113","EQUITY","Health Care"
"1288992","Eaton Vance Floating-Rate Income Trust","EFT","NYSE","278279104","EQUITY","Finance"
"1137391","BLACKROCK CALIFORNIA MUNICIPAL INCOME TRUST","BFZ","NYSE","9.25E+105","EQUITY","Finance"
"1228454","BCB BANCORP INC","BCBP","Nasdaq","55298103","EQUITY","Finance"
"1817159","RiverNorth Flexible Municipal Income Fund II, Inc.","RFMZ","NYSE","76883Y107","EQUITY","Finance"
"1822462","Foghorn Therapeutics Inc.","FHTX","Nasdaq","344174107","EQUITY","Health Care"
"1258623","EATON VANCE SENIOR FLOATING RATE TRUST","EFR","NYSE","27828Q105","EQUITY","Finance"
"1824403","Reservoir Media, Inc.","RSVR","Nasdaq","76119X105","EQUITY","Consumer Discretionary"
"1680379","Sterling Bancorp, Inc.","SBT","Nasdaq","85917W102","EQUITY","Finance"
"1504379","Caesarstone Ltd.","CSTE","Nasdaq","M20598104","EQUITY","Industrials"
"1822523","AFC Gamma, Inc.","AFCG","Nasdaq","00109K105","EQUITY","Finance"
"1819576","Liquidia Corp","LQDA","Nasdaq","53635D202","EQUITY","Health Care"
"1143513","GLADSTONE CAPITAL CORP","GLAD","Nasdaq","376535100","EQUITY","Consumer Discretionary"
"1745059","Angel Oak Financial Strategies Income Term Trust","FINS","NYSE","03464A100","EQUITY","Finance"
"103595","VILLAGE SUPER MARKET INC","VLGEA","Nasdaq","927107409","EQUITY","Consumer Staples"
"1723128","Amneal Pharmaceuticals, Inc.","AMRX","NYSE","03168L105","EQUITY","Health Care"
"706698","UTAH MEDICAL PRODUCTS INC","UTMD","Nasdaq","917488108","EQUITY","Health Care"
"1447028","Arbutus Biopharma Corp","ABUS","Nasdaq","03879J100","EQUITY","Health Care"
"891290","COHEN & STEERS TOTAL RETURN REALTY FUND INC","RFI","NYSE","19247R103","EQUITY","Finance"
"826735","MFS INTERMEDIATE INCOME TRUST","MIN","NYSE","55273C107","EQUITY","Finance"
"71829","NEWPARK RESOURCES INC","NR","NYSE","651718504","EQUITY","Industrials"
"1607678","Viking Therapeutics, Inc.","VKTX","Nasdaq","92686J106","EQUITY","Health Care"
"1463972","Vuzix Corp","VUZI","Nasdaq","92921W300","EQUITY","Technology"
"1390195","abrdn Global Premier Properties Fund","AWP","NYSE","00302L108","EQUITY","Finance"
"1438231","Digimarc CORP","DMRC","Nasdaq","25381B101","EQUITY","Technology"
"1530979","Honest Company, Inc.","HNST","Nasdaq","438333106","EQUITY","Consumer Discretionary"
"915840","BEAZER HOMES USA INC","BZH","NYSE","07556Q881","EQUITY","Consumer Discretionary"
"1325670","Primis Financial Corp.","FRST","Nasdaq","74167B109","EQUITY","Finance"
"1576885","Acumen Pharmaceuticals, Inc.","ABOS","Nasdaq","00509G209","EQUITY","Health Care"
"1002590","STAR GROUP, L.P.","SGU","NYSE","85512C105","EQUITY","Consumer Discretionary"
"1733294","Generation Bio Co.","GBIO","Nasdaq","37148K100","EQUITY","Health Care"
"1341235","Aldeyra Therapeutics, Inc.","ALDX","Nasdaq","01438T106","EQUITY","Health Care"
"355948","RICHARDSON ELECTRONICS, LTD.","RELL","Nasdaq","763165107","EQUITY","Technology"
"1738021","Compass Therapeutics, Inc.","CMPX","Nasdaq","20454B104","EQUITY","Health Care"
"884624","Orthofix Medical Inc.","OFIX","Nasdaq","68752M108","EQUITY","Health Care"
"1360214","HARROW HEALTH, INC.","HROW","Nasdaq","415858109","EQUITY","Health Care"
"1074769","NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND","NAN","NYSE","67066X107","EQUITY","Finance"
"1291334","FIRST TRUST ENHANCED EQUITY INCOME FUND","FFA","NYSE","337318109","EQUITY","Finance"
"1111485","RxSight, Inc.","RXST","Nasdaq","78349D107","EQUITY","Health Care"
"1041934","EDAP TMS SA","EDAP","Nasdaq","268311107","EQUITY","Health Care"
"778164","Alto Ingredients, Inc.","ALTO","Nasdaq","21513106","EQUITY","Industrials"
